play_id,game_id,posteam,defteam,down,ydstogo,yardline_100,qtr,score_differential,play_type,yards_gained,epa,success,shotgun,no_huddle,distance_bucket,field_zone
1881,DEMO_0014,TEAM_05,TEAM_09,1,5,22,4,3,run,9,-0.184,1,0,0,Medium (4-6),Plus Territory
1882,DEMO_0014,TEAM_04,TEAM_10,1,10,17,1,9,pass,25,1.584,1,1,1,Long (7-10),Red Zone
1883,DEMO_0014,TEAM_03,TEAM_09,2,5,28,4,-2,pass,26,1.644,1,1,0,Medium (4-6),Plus Territory
1884,DEMO_0014,TEAM_11,TEAM_04,1,10,79,1,16,pass,19,1.004,0,1,0,Long (7-10),Own Territory
1885,DEMO_0014,TEAM_08,TEAM_01,2,2,12,2,-5,run,2,0.547,0,1,0,Short (1-3),Red Zone
1886,DEMO_0014,TEAM_03,TEAM_05,1,12,98,3,-8,pass,1,0.088,0,1,0,Very Long (11+),Backed Up
1887,DEMO_0014,TEAM_08,TEAM_06,2,4,51,1,13,run,-2,-1.331,0,0,0,Medium (4-6),Own Territory
1888,DEMO_0014,TEAM_05,TEAM_06,3,16,21,3,-6,run,-4,-1.508,0,0,0,Very Long (11+),Plus Territory
1889,DEMO_0014,TEAM_01,TEAM_12,1,5,17,4,-11,pass,-3,0.143,0,0,0,Medium (4-6),Red Zone
1890,DEMO_0014,TEAM_06,TEAM_11,3,14,19,2,-11,pass,9,-0.314,0,0,0,Very Long (11+),Red Zone
1891,DEMO_0014,TEAM_03,TEAM_10,1,2,76,3,-5,run,9,0.749,1,1,0,Short (1-3),Own Territory
1892,DEMO_0014,TEAM_03,TEAM_01,1,13,17,2,-3,run,8,-0.046,0,0,0,Very Long (11+),Red Zone
1893,DEMO_0014,TEAM_11,TEAM_02,1,4,55,3,4,run,-4,-0.853,0,1,0,Medium (4-6),Own Territory
1894,DEMO_0014,TEAM_09,TEAM_05,1,13,5,3,8,pass,-11,-1.42,0,0,1,Very Long (11+),Red Zone
1895,DEMO_0014,TEAM_02,TEAM_08,1,7,44,3,0,run,10,-0.16,1,1,0,Long (7-10),Plus Territory
1896,DEMO_0014,TEAM_11,TEAM_08,3,6,84,1,9,pass,-5,-0.063,0,0,1,Medium (4-6),Backed Up
1897,DEMO_0014,TEAM_07,TEAM_04,3,14,80,3,8,pass,-15,-1.568,0,1,0,Very Long (11+),Own Territory
1898,DEMO_0014,TEAM_11,TEAM_02,4,5,51,3,-9,pass,12,-0.703,1,1,0,Medium (4-6),Own Territory
1899,DEMO_0014,TEAM_09,TEAM_04,3,17,26,2,-10,run,11,0.206,0,1,0,Very Long (11+),Plus Territory
1900,DEMO_0014,TEAM_05,TEAM_10,1,6,33,2,-4,run,4,0.211,0,1,0,Medium (4-6),Plus Territory
1901,DEMO_0014,TEAM_07,TEAM_12,1,7,33,2,-21,pass,-4,0.15,1,0,0,Long (7-10),Plus Territory
1902,DEMO_0014,TEAM_07,TEAM_12,1,8,21,2,1,run,0,-0.76,1,1,1,Long (7-10),Plus Territory
1903,DEMO_0014,TEAM_09,TEAM_07,2,3,66,1,-2,run,3,1.312,1,0,0,Short (1-3),Own Territory
1904,DEMO_0014,TEAM_03,TEAM_02,3,9,18,1,16,run,11,-0.019,1,1,0,Long (7-10),Red Zone
1905,DEMO_0014,TEAM_04,TEAM_12,1,4,96,1,11,run,4,-0.027,0,0,0,Medium (4-6),Backed Up
1906,DEMO_0014,TEAM_03,TEAM_02,1,4,11,1,-3,pass,6,-0.128,0,1,0,Medium (4-6),Red Zone
1907,DEMO_0014,TEAM_04,TEAM_03,1,4,62,3,10,run,1,0.051,1,0,0,Medium (4-6),Own Territory
1908,DEMO_0014,TEAM_02,TEAM_12,3,5,66,1,-2,run,9,0.72,1,1,0,Medium (4-6),Own Territory
1909,DEMO_0014,TEAM_01,TEAM_07,1,15,65,2,5,pass,5,0.474,1,1,0,Very Long (11+),Own Territory
1910,DEMO_0014,TEAM_12,TEAM_03,2,5,66,3,-19,pass,4,-0.924,0,1,0,Medium (4-6),Own Territory
1911,DEMO_0014,TEAM_01,TEAM_07,2,8,45,3,-6,run,0,-0.247,0,1,0,Long (7-10),Plus Territory
1912,DEMO_0014,TEAM_11,TEAM_01,1,14,13,1,2,run,-2,-0.784,1,0,0,Very Long (11+),Red Zone
1913,DEMO_0014,TEAM_01,TEAM_05,1,6,62,4,-3,run,8,-1.177,0,1,0,Medium (4-6),Own Territory
1914,DEMO_0014,TEAM_10,TEAM_12,3,8,21,1,13,run,5,-1.195,1,1,0,Long (7-10),Plus Territory
1915,DEMO_0014,TEAM_04,TEAM_05,3,15,21,3,4,pass,7,0.005,0,0,0,Very Long (11+),Plus Territory
1916,DEMO_0014,TEAM_07,TEAM_11,1,9,82,4,6,run,3,-0.253,0,0,0,Long (7-10),Backed Up
1917,DEMO_0014,TEAM_04,TEAM_07,1,9,14,2,2,pass,-4,-0.065,0,1,0,Long (7-10),Red Zone
1918,DEMO_0014,TEAM_06,TEAM_09,1,7,53,4,0,pass,-3,-0.092,0,0,0,Long (7-10),Own Territory
1919,DEMO_0014,TEAM_06,TEAM_09,1,16,37,3,9,pass,-5,-0.385,0,1,0,Very Long (11+),Plus Territory
1920,DEMO_0014,TEAM_07,TEAM_08,1,5,18,2,18,run,10,-0.389,0,0,0,Medium (4-6),Red Zone
1921,DEMO_0014,TEAM_05,TEAM_01,1,5,95,1,-21,pass,8,0.716,1,1,0,Medium (4-6),Backed Up
1922,DEMO_0014,TEAM_07,TEAM_12,2,6,65,4,-10,pass,1,-0.461,1,1,0,Medium (4-6),Own Territory
1923,DEMO_0014,TEAM_10,TEAM_06,3,10,48,4,1,run,3,-0.597,0,1,0,Long (7-10),Plus Territory
1924,DEMO_0014,TEAM_06,TEAM_09,2,8,84,3,13,pass,6,0.314,1,1,0,Long (7-10),Backed Up
1925,DEMO_0014,TEAM_05,TEAM_08,2,4,34,2,8,run,-1,0.372,0,0,0,Medium (4-6),Plus Territory
1926,DEMO_0014,TEAM_02,TEAM_09,4,11,33,3,-8,pass,2,0.452,1,1,0,Very Long (11+),Plus Territory
1927,DEMO_0014,TEAM_05,TEAM_04,4,9,4,1,-4,run,5,-0.018,0,1,0,Long (7-10),Red Zone
1928,DEMO_0014,TEAM_02,TEAM_11,1,5,76,2,8,run,4,1.22,1,0,0,Medium (4-6),Own Territory
1929,DEMO_0014,TEAM_03,TEAM_04,1,9,96,4,-6,pass,1,1.262,1,1,0,Long (7-10),Backed Up
1930,DEMO_0014,TEAM_12,TEAM_08,1,12,84,1,3,pass,4,0.325,1,1,0,Very Long (11+),Backed Up
1931,DEMO_0014,TEAM_02,TEAM_08,3,6,2,3,-7,pass,17,1.264,1,1,0,Medium (4-6),Red Zone
1932,DEMO_0014,TEAM_06,TEAM_07,1,2,35,1,5,run,3,-0.047,0,0,0,Short (1-3),Plus Territory
1933,DEMO_0014,TEAM_11,TEAM_01,1,7,95,3,6,run,19,0.777,1,0,1,Long (7-10),Backed Up
1934,DEMO_0014,TEAM_12,TEAM_05,2,6,92,2,-27,pass,6,-0.207,0,1,0,Medium (4-6),Backed Up
1935,DEMO_0014,TEAM_02,TEAM_01,2,2,21,2,18,run,6,0.02,1,0,0,Short (1-3),Plus Territory
1936,DEMO_0014,TEAM_02,TEAM_07,2,5,40,3,19,run,0,0.609,1,1,1,Medium (4-6),Plus Territory
1937,DEMO_0014,TEAM_05,TEAM_09,3,3,55,4,-20,pass,10,0.783,0,0,1,Short (1-3),Own Territory
1938,DEMO_0014,TEAM_07,TEAM_06,2,14,11,4,-2,pass,11,0.436,1,0,0,Very Long (11+),Red Zone
1939,DEMO_0014,TEAM_12,TEAM_09,3,14,39,2,-16,pass,1,-0.116,1,1,0,Very Long (11+),Plus Territory
1940,DEMO_0014,TEAM_03,TEAM_05,1,9,75,3,-21,run,8,0.095,1,1,0,Long (7-10),Own Territory
1941,DEMO_0014,TEAM_02,TEAM_05,3,6,75,2,8,run,4,-0.266,0,0,0,Medium (4-6),Own Territory
1942,DEMO_0014,TEAM_04,TEAM_06,2,5,18,2,18,run,4,-0.441,0,0,0,Medium (4-6),Red Zone
1943,DEMO_0014,TEAM_11,TEAM_03,1,12,52,3,0,pass,13,0.319,0,1,0,Very Long (11+),Own Territory
1944,DEMO_0014,TEAM_01,TEAM_10,4,6,21,2,16,pass,17,0.133,1,1,1,Medium (4-6),Plus Territory
1945,DEMO_0014,TEAM_05,TEAM_10,3,7,74,2,-7,run,6,-0.09,0,0,0,Long (7-10),Own Territory
1946,DEMO_0014,TEAM_02,TEAM_06,3,8,65,1,-14,pass,1,-0.046,0,0,1,Long (7-10),Own Territory
1947,DEMO_0014,TEAM_02,TEAM_10,3,16,69,3,-4,pass,13,0.556,0,1,0,Very Long (11+),Own Territory
1948,DEMO_0014,TEAM_12,TEAM_01,1,2,51,4,-8,pass,0,-0.611,1,1,0,Short (1-3),Own Territory
1949,DEMO_0014,TEAM_01,TEAM_03,1,5,37,4,4,run,12,0.56,1,0,0,Medium (4-6),Plus Territory
1950,DEMO_0014,TEAM_04,TEAM_05,1,3,8,4,11,run,9,-0.944,0,0,0,Short (1-3),Red Zone
1951,DEMO_0015,TEAM_11,TEAM_05,3,9,75,4,-12,run,3,-0.661,0,0,0,Long (7-10),Own Territory
1952,DEMO_0015,TEAM_08,TEAM_03,3,2,80,2,-14,run,0,0.597,1,1,0,Short (1-3),Own Territory
1953,DEMO_0015,TEAM_01,TEAM_07,4,4,43,4,9,pass,4,-0.061,0,1,0,Medium (4-6),Plus Territory
1954,DEMO_0015,TEAM_06,TEAM_10,3,8,3,2,-4,pass,3,-0.648,0,1,0,Long (7-10),Red Zone
1955,DEMO_0015,TEAM_12,TEAM_06,2,11,55,3,8,pass,12,0.534,1,0,0,Very Long (11+),Own Territory
1956,DEMO_0015,TEAM_05,TEAM_06,1,6,19,4,-8,pass,3,0.196,1,1,0,Medium (4-6),Red Zone
1957,DEMO_0015,TEAM_07,TEAM_01,1,4,92,3,-7,pass,3,0.806,1,1,0,Medium (4-6),Backed Up
1958,DEMO_0015,TEAM_07,TEAM_04,2,6,62,3,10,pass,2,0.466,1,1,0,Medium (4-6),Own Territory
1959,DEMO_0015,TEAM_08,TEAM_10,3,5,98,3,8,run,3,-0.214,0,0,0,Medium (4-6),Backed Up
1960,DEMO_0015,TEAM_03,TEAM_10,1,11,77,4,14,pass,-2,0.564,1,0,0,Very Long (11+),Own Territory
1961,DEMO_0015,TEAM_11,TEAM_02,3,4,88,1,-2,pass,0,-0.483,1,1,0,Medium (4-6),Backed Up
1962,DEMO_0015,TEAM_12,TEAM_01,2,11,46,2,13,run,5,-0.131,1,0,0,Very Long (11+),Plus Territory
1963,DEMO_0015,TEAM_02,TEAM_11,1,6,94,4,4,run,-4,-1.548,0,0,0,Medium (4-6),Backed Up
1964,DEMO_0015,TEAM_10,TEAM_02,3,13,45,4,4,pass,7,1.624,1,1,0,Very Long (11+),Plus Territory
1965,DEMO_0015,TEAM_10,TEAM_07,2,7,39,3,-9,pass,0,-0.814,0,0,0,Long (7-10),Plus Territory
1966,DEMO_0015,TEAM_09,TEAM_11,2,5,94,2,7,run,-4,-0.593,0,0,1,Medium (4-6),Backed Up
1967,DEMO_0015,TEAM_05,TEAM_10,1,13,36,4,-3,pass,13,-0.913,0,0,0,Very Long (11+),Plus Territory
1968,DEMO_0015,TEAM_06,TEAM_08,1,21,30,4,19,pass,10,0.651,1,0,1,Very Long (11+),Plus Territory
1969,DEMO_0015,TEAM_11,TEAM_05,1,7,52,2,0,pass,13,0.109,1,1,0,Long (7-10),Own Territory
1970,DEMO_0015,TEAM_02,TEAM_10,2,12,55,3,-2,pass,4,0.317,1,1,0,Very Long (11+),Own Territory
1971,DEMO_0015,TEAM_10,TEAM_08,3,7,54,4,13,pass,11,0.274,1,0,0,Long (7-10),Own Territory
1972,DEMO_0015,TEAM_12,TEAM_10,4,4,64,2,1,pass,0,-0.122,0,1,0,Medium (4-6),Own Territory
1973,DEMO_0015,TEAM_09,TEAM_06,3,13,46,1,-9,pass,5,-0.542,0,1,0,Very Long (11+),Plus Territory
1974,DEMO_0015,TEAM_05,TEAM_12,1,3,92,4,-15,run,3,0.948,0,0,1,Short (1-3),Backed Up
1975,DEMO_0015,TEAM_07,TEAM_10,4,3,89,3,-9,run,11,0.293,1,0,0,Short (1-3),Backed Up
1976,DEMO_0015,TEAM_01,TEAM_02,1,13,76,4,-18,pass,14,0.873,1,1,0,Very Long (11+),Own Territory
1977,DEMO_0015,TEAM_12,TEAM_04,1,6,36,3,-1,pass,4,0.039,1,1,0,Medium (4-6),Plus Territory
1978,DEMO_0015,TEAM_05,TEAM_10,2,3,12,2,9,run,-1,-0.465,0,0,0,Short (1-3),Red Zone
1979,DEMO_0015,TEAM_01,TEAM_03,3,17,1,4,-6,run,8,-0.51,0,0,0,Very Long (11+),Red Zone
1980,DEMO_0015,TEAM_10,TEAM_08,4,10,76,3,25,run,7,0.348,0,1,0,Long (7-10),Own Territory
1981,DEMO_0015,TEAM_08,TEAM_04,3,6,16,3,-14,pass,15,0.331,1,1,0,Medium (4-6),Red Zone
1982,DEMO_0015,TEAM_08,TEAM_03,1,8,62,3,5,run,3,-1.125,0,0,0,Long (7-10),Own Territory
1983,DEMO_0015,TEAM_01,TEAM_07,1,8,44,4,4,run,2,0.17,0,1,0,Long (7-10),Plus Territory
1984,DEMO_0015,TEAM_10,TEAM_12,1,10,77,3,-4,run,3,-0.43,0,0,0,Long (7-10),Own Territory
1985,DEMO_0015,TEAM_08,TEAM_11,2,6,85,1,-2,run,0,-0.298,1,0,0,Medium (4-6),Backed Up
1986,DEMO_0015,TEAM_10,TEAM_05,2,11,10,2,17,pass,12,-0.581,1,0,0,Very Long (11+),Red Zone
1987,DEMO_0015,TEAM_10,TEAM_01,1,7,48,3,11,run,9,0.802,1,0,0,Long (7-10),Plus Territory
1988,DEMO_0015,TEAM_03,TEAM_11,2,2,92,1,9,run,5,0.906,1,1,0,Short (1-3),Backed Up
1989,DEMO_0015,TEAM_03,TEAM_11,2,5,38,4,-9,run,6,-0.962,1,1,0,Medium (4-6),Plus Territory
1990,DEMO_0015,TEAM_12,TEAM_07,2,10,79,4,5,pass,2,-0.429,0,1,0,Long (7-10),Own Territory
1991,DEMO_0015,TEAM_07,TEAM_08,1,3,74,4,8,pass,2,0.463,1,1,0,Short (1-3),Own Territory
1992,DEMO_0015,TEAM_06,TEAM_07,1,7,84,2,9,pass,29,1.154,1,1,0,Long (7-10),Backed Up
1993,DEMO_0015,TEAM_04,TEAM_01,2,6,8,2,-14,pass,1,0.144,1,1,0,Medium (4-6),Red Zone
1994,DEMO_0015,TEAM_08,TEAM_02,2,17,88,4,3,pass,-15,-1.055,0,1,0,Very Long (11+),Backed Up
1995,DEMO_0015,TEAM_10,TEAM_02,1,11,2,2,3,pass,0,0.237,1,1,0,Very Long (11+),Red Zone
1996,DEMO_0015,TEAM_01,TEAM_12,1,3,10,3,11,run,4,0.52,0,1,0,Short (1-3),Red Zone
1997,DEMO_0015,TEAM_07,TEAM_01,4,10,18,2,-3,pass,-1,-0.641,0,1,0,Long (7-10),Red Zone
1998,DEMO_0015,TEAM_12,TEAM_07,3,6,80,4,-12,pass,3,-0.448,1,1,0,Medium (4-6),Own Territory
1999,DEMO_0015,TEAM_04,TEAM_05,1,7,15,3,-9,run,2,-0.314,0,1,0,Long (7-10),Red Zone
2000,DEMO_0015,TEAM_04,TEAM_01,2,6,70,4,4,run,11,0.313,1,0,0,Medium (4-6),Own Territory
2001,DEMO_0015,TEAM_11,TEAM_12,2,17,29,4,12,pass,4,0.165,0,1,0,Very Long (11+),Plus Territory
2002,DEMO_0015,TEAM_01,TEAM_02,1,16,68,1,-4,pass,10,0.794,1,1,0,Very Long (11+),Own Territory
2003,DEMO_0015,TEAM_05,TEAM_11,1,4,69,3,3,run,6,-0.444,1,1,0,Medium (4-6),Own Territory
2004,DEMO_0015,TEAM_06,TEAM_10,4,13,38,2,-20,run,1,-1.296,0,1,0,Very Long (11+),Plus Territory
2005,DEMO_0015,TEAM_10,TEAM_09,2,5,96,3,-21,run,8,-0.39,0,1,0,Medium (4-6),Backed Up
2006,DEMO_0015,TEAM_02,TEAM_03,1,4,27,2,5,pass,0,0.54,1,0,0,Medium (4-6),Plus Territory
2007,DEMO_0015,TEAM_06,TEAM_11,3,7,9,1,5,pass,11,1.228,1,1,0,Long (7-10),Red Zone
2008,DEMO_0015,TEAM_02,TEAM_08,2,7,61,3,7,run,3,-0.489,1,0,0,Long (7-10),Own Territory
2009,DEMO_0015,TEAM_10,TEAM_05,2,4,6,2,-21,run,7,-0.251,0,0,1,Medium (4-6),Red Zone
2010,DEMO_0015,TEAM_08,TEAM_09,1,3,29,1,15,pass,17,-0.361,0,1,0,Short (1-3),Plus Territory
2011,DEMO_0015,TEAM_06,TEAM_04,1,7,51,3,-6,pass,17,0.422,1,1,0,Long (7-10),Own Territory
2012,DEMO_0015,TEAM_05,TEAM_04,1,4,91,1,-6,pass,19,1.414,1,0,0,Medium (4-6),Backed Up
2013,DEMO_0015,TEAM_02,TEAM_05,4,6,70,4,7,run,8,-0.362,1,0,0,Medium (4-6),Own Territory
2014,DEMO_0015,TEAM_12,TEAM_07,2,13,61,1,1,pass,2,-0.27,1,1,0,Very Long (11+),Own Territory
2015,DEMO_0015,TEAM_08,TEAM_07,3,6,53,2,17,run,2,-0.292,1,1,0,Medium (4-6),Own Territory
2016,DEMO_0015,TEAM_04,TEAM_03,1,2,36,2,7,pass,3,-0.137,0,1,0,Short (1-3),Plus Territory
2017,DEMO_0015,TEAM_05,TEAM_03,3,13,82,4,15,pass,12,-0.656,0,0,0,Very Long (11+),Backed Up
2018,DEMO_0015,TEAM_09,TEAM_12,2,9,3,4,-4,run,-1,-0.306,0,0,0,Long (7-10),Red Zone
2019,DEMO_0015,TEAM_09,TEAM_06,2,11,16,2,12,pass,12,0.195,0,1,0,Very Long (11+),Red Zone
2020,DEMO_0015,TEAM_06,TEAM_11,1,7,16,2,-22,run,5,-0.217,1,0,0,Long (7-10),Red Zone
2021,DEMO_0015,TEAM_04,TEAM_05,2,7,62,3,-1,pass,-1,-0.163,0,1,0,Long (7-10),Own Territory
2022,DEMO_0015,TEAM_08,TEAM_04,1,22,29,4,-13,run,5,-0.84,1,0,0,Very Long (11+),Plus Territory
2023,DEMO_0015,TEAM_08,TEAM_04,1,9,7,2,1,run,2,-1.175,0,1,0,Long (7-10),Red Zone
2024,DEMO_0015,TEAM_08,TEAM_06,3,12,17,4,2,run,3,0.234,0,0,0,Very Long (11+),Red Zone
2025,DEMO_0015,TEAM_01,TEAM_10,1,25,66,3,10,run,7,-0.553,1,0,0,Very Long (11+),Own Territory
2026,DEMO_0015,TEAM_06,TEAM_07,1,21,54,3,3,run,0,-0.061,0,0,0,Very Long (11+),Own Territory
2027,DEMO_0015,TEAM_08,TEAM_04,3,3,54,1,-7,pass,5,0.295,1,0,0,Short (1-3),Own Territory
2028,DEMO_0015,TEAM_12,TEAM_11,1,4,72,1,-5,pass,-2,0.051,0,1,0,Medium (4-6),Own Territory
2029,DEMO_0015,TEAM_07,TEAM_08,2,3,52,2,2,run,2,0.686,0,0,1,Short (1-3),Own Territory
2030,DEMO_0015,TEAM_05,TEAM_06,3,7,88,3,-6,pass,7,-0.804,0,1,0,Long (7-10),Backed Up
2031,DEMO_0015,TEAM_07,TEAM_01,2,24,57,2,12,pass,3,-0.442,0,1,0,Very Long (11+),Own Territory
2032,DEMO_0015,TEAM_03,TEAM_08,1,1,64,2,-4,pass,16,0.546,1,1,0,Short (1-3),Own Territory
2033,DEMO_0015,TEAM_02,TEAM_08,2,5,32,2,10,run,4,0.004,1,1,0,Medium (4-6),Plus Territory
2034,DEMO_0015,TEAM_09,TEAM_12,2,7,58,4,-7,run,8,0.003,0,0,0,Long (7-10),Own Territory
2035,DEMO_0015,TEAM_12,TEAM_03,1,4,19,1,6,pass,2,-0.303,1,1,0,Medium (4-6),Red Zone
2036,DEMO_0015,TEAM_11,TEAM_02,3,6,24,1,-2,run,5,-0.666,0,1,0,Medium (4-6),Plus Territory
2037,DEMO_0015,TEAM_08,TEAM_12,4,6,95,1,12,run,-1,-0.612,0,1,0,Medium (4-6),Backed Up
2038,DEMO_0015,TEAM_01,TEAM_08,1,3,87,2,19,pass,18,0.216,1,1,0,Short (1-3),Backed Up
2039,DEMO_0015,TEAM_12,TEAM_01,1,11,41,3,2,run,8,0.166,1,1,0,Very Long (11+),Plus Territory
2040,DEMO_0015,TEAM_06,TEAM_02,2,6,32,3,19,run,8,0.796,1,0,0,Medium (4-6),Plus Territory
2041,DEMO_0015,TEAM_04,TEAM_07,1,3,62,3,-2,run,3,-0.578,0,1,0,Short (1-3),Own Territory
2042,DEMO_0015,TEAM_11,TEAM_07,3,7,70,3,2,run,4,-0.115,0,0,0,Long (7-10),Own Territory
2043,DEMO_0015,TEAM_09,TEAM_03,1,11,4,1,-1,pass,11,0.118,0,1,0,Very Long (11+),Red Zone
2044,DEMO_0015,TEAM_09,TEAM_05,1,6,75,2,-10,pass,-5,-0.613,0,1,0,Medium (4-6),Own Territory
2045,DEMO_0015,TEAM_04,TEAM_10,2,4,4,3,15,run,9,1.508,1,1,0,Medium (4-6),Red Zone
2046,DEMO_0015,TEAM_12,TEAM_11,4,8,5,2,2,run,13,0.221,0,0,0,Long (7-10),Red Zone
2047,DEMO_0015,TEAM_06,TEAM_07,1,20,47,2,-4,run,3,-0.848,0,0,0,Very Long (11+),Plus Territory
2048,DEMO_0015,TEAM_07,TEAM_05,3,5,65,2,-7,run,12,0.593,1,1,1,Medium (4-6),Own Territory
2049,DEMO_0015,TEAM_10,TEAM_04,1,4,35,2,19,run,8,0.225,0,0,0,Medium (4-6),Plus Territory
2050,DEMO_0015,TEAM_08,TEAM_02,1,5,93,1,-1,run,4,0.006,0,1,0,Medium (4-6),Backed Up
2051,DEMO_0015,TEAM_03,TEAM_01,2,4,41,4,-2,run,10,0.515,0,0,0,Medium (4-6),Plus Territory
2052,DEMO_0015,TEAM_04,TEAM_11,1,4,69,1,10,run,-5,-0.263,0,0,0,Medium (4-6),Own Territory
2053,DEMO_0015,TEAM_05,TEAM_01,2,3,51,4,15,run,0,-0.737,0,1,0,Short (1-3),Own Territory
2054,DEMO_0015,TEAM_12,TEAM_10,1,12,48,1,-5,run,0,-0.039,0,1,0,Very Long (11+),Plus Territory
2055,DEMO_0015,TEAM_09,TEAM_03,2,10,29,2,6,pass,2,1.082,1,0,0,Long (7-10),Plus Territory
2056,DEMO_0015,TEAM_05,TEAM_09,1,6,40,3,6,pass,19,1.562,1,0,1,Medium (4-6),Plus Territory
2057,DEMO_0015,TEAM_09,TEAM_12,3,5,37,1,-2,pass,11,-0.766,1,1,0,Medium (4-6),Plus Territory
2058,DEMO_0015,TEAM_09,TEAM_10,3,9,15,4,-4,pass,7,-0.065,1,1,0,Long (7-10),Red Zone
2059,DEMO_0015,TEAM_05,TEAM_10,1,8,75,3,-6,pass,11,0.238,0,1,0,Long (7-10),Own Territory
2060,DEMO_0015,TEAM_05,TEAM_03,1,7,23,4,10,pass,10,-0.056,1,1,0,Long (7-10),Plus Territory
2061,DEMO_0015,TEAM_11,TEAM_07,4,15,1,2,3,pass,4,-0.426,0,1,0,Very Long (11+),Red Zone
2062,DEMO_0015,TEAM_07,TEAM_09,1,9,89,1,1,pass,4,0.811,0,0,0,Long (7-10),Backed Up
2063,DEMO_0015,TEAM_02,TEAM_06,3,25,70,4,-7,run,9,0.479,0,0,0,Very Long (11+),Own Territory
2064,DEMO_0015,TEAM_09,TEAM_01,2,5,39,1,10,run,10,-0.175,0,1,1,Medium (4-6),Plus Territory
2065,DEMO_0015,TEAM_08,TEAM_12,3,21,74,2,3,run,8,-0.824,1,1,1,Very Long (11+),Own Territory
2066,DEMO_0015,TEAM_07,TEAM_03,1,9,17,4,-9,pass,-15,-1.177,0,1,0,Long (7-10),Red Zone
2067,DEMO_0015,TEAM_09,TEAM_12,1,4,36,1,-3,run,11,0.38,0,0,0,Medium (4-6),Plus Territory
2068,DEMO_0015,TEAM_11,TEAM_12,1,4,40,3,8,run,-3,0.436,0,1,0,Medium (4-6),Plus Territory
2069,DEMO_0015,TEAM_04,TEAM_01,1,10,47,4,-18,run,4,0.57,0,0,0,Long (7-10),Plus Territory
2070,DEMO_0015,TEAM_06,TEAM_10,1,3,44,3,0,pass,15,0.934,1,1,0,Short (1-3),Plus Territory
2071,DEMO_0015,TEAM_03,TEAM_08,4,6,43,2,8,pass,0,-0.438,0,1,0,Medium (4-6),Plus Territory
2072,DEMO_0015,TEAM_08,TEAM_03,1,25,34,4,2,run,5,-0.526,0,1,0,Very Long (11+),Plus Territory
2073,DEMO_0015,TEAM_05,TEAM_10,1,1,40,4,7,pass,6,1.814,1,1,0,Short (1-3),Plus Territory
2074,DEMO_0015,TEAM_05,TEAM_02,1,6,2,3,-21,run,2,-1.117,0,1,0,Medium (4-6),Red Zone
2075,DEMO_0015,TEAM_09,TEAM_03,1,4,2,4,-13,run,0,0.141,0,0,0,Medium (4-6),Red Zone
2076,DEMO_0015,TEAM_05,TEAM_12,2,21,37,4,9,pass,0,-0.824,0,1,0,Very Long (11+),Plus Territory
2077,DEMO_0015,TEAM_06,TEAM_10,1,6,67,2,4,pass,15,0.158,1,1,0,Medium (4-6),Own Territory
2078,DEMO_0015,TEAM_06,TEAM_02,3,4,89,2,-3,run,4,0.249,0,1,0,Medium (4-6),Backed Up
2079,DEMO_0015,TEAM_04,TEAM_02,3,3,90,1,3,pass,17,0.873,0,1,0,Short (1-3),Backed Up
2080,DEMO_0015,TEAM_02,TEAM_04,1,3,28,1,6,run,4,0.493,1,0,0,Short (1-3),Plus Territory
2081,DEMO_0016,TEAM_10,TEAM_01,3,20,55,1,-5,pass,13,0.234,1,1,0,Very Long (11+),Own Territory
2082,DEMO_0016,TEAM_02,TEAM_04,1,2,36,1,-7,pass,5,0.709,1,1,1,Short (1-3),Plus Territory
2083,DEMO_0016,TEAM_04,TEAM_08,1,9,7,1,-13,pass,3,-0.612,0,1,0,Long (7-10),Red Zone
2084,DEMO_0016,TEAM_09,TEAM_01,3,16,71,1,15,pass,11,0.554,1,1,0,Very Long (11+),Own Territory
2085,DEMO_0016,TEAM_02,TEAM_05,3,6,5,3,1,pass,-6,-1.024,0,1,0,Medium (4-6),Red Zone
2086,DEMO_0016,TEAM_08,TEAM_04,1,3,16,2,15,pass,5,0.131,1,1,0,Short (1-3),Red Zone
2087,DEMO_0016,TEAM_09,TEAM_12,2,9,86,4,-13,run,0,-0.642,0,1,0,Long (7-10),Backed Up
2088,DEMO_0016,TEAM_08,TEAM_12,1,4,84,3,1,pass,8,0.156,1,1,0,Medium (4-6),Backed Up
2089,DEMO_0016,TEAM_04,TEAM_11,2,5,59,4,-12,run,1,0.188,1,0,1,Medium (4-6),Own Territory
2090,DEMO_0016,TEAM_01,TEAM_05,2,4,54,1,18,pass,19,0.994,1,1,0,Medium (4-6),Own Territory
2091,DEMO_0016,TEAM_11,TEAM_06,1,4,74,2,27,pass,3,-0.407,0,0,0,Medium (4-6),Own Territory
2092,DEMO_0016,TEAM_04,TEAM_07,3,12,53,4,13,pass,12,-0.421,1,1,0,Very Long (11+),Own Territory
2093,DEMO_0016,TEAM_10,TEAM_11,2,6,74,3,-11,run,-1,-0.668,0,0,0,Medium (4-6),Own Territory
2094,DEMO_0016,TEAM_03,TEAM_10,1,9,13,2,-12,run,3,0.115,1,0,0,Long (7-10),Red Zone
2095,DEMO_0016,TEAM_02,TEAM_11,3,9,98,4,-1,run,5,-0.188,0,0,0,Long (7-10),Backed Up
